id,title,venue,year,fos,references,keywords,n_citation,lang,abstract,publisher,CoAuthors
029505de-ae55-4270-8d7d-9e0d5d83e8ab,A combination of GnRH agonist and low dose hCG for triggering ovulation in oocytes donors is associated with smaller ovarian size and lower estradiol levels following oocyte retrieval,Fertility and Sterility,2011,"['Biology', 'Endocrinology']",None,"['low dose', 'gnrh agonist']",None,en,None,Elsevier,"['T. Singer', 'A.P. Melnick', 'J.Y.J. Huang', 'Ina N. Cholst', 'Isaac Kligman']"
02dd47c4-5877-4ae1-9227-516df55ebb25,Expression of Inhibin/Activin Subunits and Their Receptors and Binding Proteins in Human Preimplantation Embryos,Journal of Assisted Reproduction and Genetics,1999,"['Biology', 'Endocrinology', 'Embryo', 'Embryogenesis', 'Gene expression', 'In utero', 'Polymerase chain reaction', 'Glycoprotein', 'Immunology', 'Cell–cell interaction', 'Activin type 2 receptors', 'Genetics', 'Binding protein', 'Reverse transcriptase', 'Anatomy']","['237f7099-8b13-4cc4-98c7-f8bbb4fd788c', '25bac35d-9f18-4e38-b0c2-2f2973b1bed8', '29ddeb17-d2a3-4d74-8451-59f581940e4b', '405a223f-7a88-4715-b269-ab81a85ca658', '451999cc-cd8b-4276-af02-ca87ec22c077', '4d15b99c-d6c3-40f7-8c4e-b15ed4db8ccf', '526fe323-780f-426e-aba1-b3b3b25e39d4', '74957a6b-43e5-4a17-9f54-5645441136c1', '788db540-6c1b-4fc9-8df2-134229ddc119', '800b3cf0-95dd-404b-a3c0-07494fd59614', '88ba2a49-41e6-46b3-aa8f-ad5f4d6a856a', '8f79c07b-befb-447a-8620-5c8fc8cb4b61', '9d974c83-4747-40a2-a9ce-33c11eda412a', 'a093eebe-dce4-4c58-933d-4f4886631a92', 'b094f7bf-e498-4fa3-ad3d-81f2760c7e6b', 'b27e1dee-c345-4c64-a9e6-d0a930ee68c9', 'b2e689f1-772a-4095-a65c-195134e4bf05', 'b813055d-f3ab-4a81-bb8e-93f0611a2b23', 'b8f014d5-8c08-4260-861c-5984ceedf17a', 'be3ffc5c-b086-4e6d-a619-87ebe00ed277', 'cd2bf2a0-b69e-4393-b060-6f1be50bf328', 'f44351c7-5513-46fa-b8be-3293a0aabbef', 'fa2ebe5a-2555-4321-a4de-ee4b5020f4f1']","['recepteur biologique', 'utero', 'proteine liaison', 'interaccion celular', 'activins', 'endometrio', 'biological receptor', 'receptors peptide', 'reaction chaine polymerase', 'inhibina', 'blastocyste', 'glycoproteins', 'follistatin', 'hombre', 'transcription inverse', 'embryos', 'inhibine', 'activine', 'activina', 'receptor biologico', 'polymerase chain reaction', 'gene expression', 'peptide fragments', 'expression genique', 'reaccion cadena polimerasa', 'gene expression regulation developmental', 'activin receptors', 'transcripcion inversa', 'proteina enlace', 'aparato genital hembra', 'developpement embryonnaire', 'human', 'reverse transcription', 'reverse transcriptase polymerase chain reaction', 'receptors growth factor', 'appareil genital femelle', 'uterus', 'endometrium', 'growth substances', 'humans', 'desarrollo embrionario', 'binding protein', 'interaction cellulaire', 'cell cell interaction', 'inhibin', 'embryonic development', 'coculture techniques', 'endometre', 'activin', 'blastocisto', 'expresion genetica', 'blastocyst', 'homme', 'inhibins', 'female genital system']",52,en,"Purpose: Our purpose was to study the role of inhibin/ activin during embryogenesis. Methods: Transcripts of inhibin/activin subunits (α, β A , β B ), activin receptors (types I and II), and follistatin were detected by a reverse transcriptase-polymerase chain reaction in human reproductive cells and preembryos cultured alone or co-cultured with human endometrial cells. Results: Transcripts of α, β A , β B  subunits were all detected in granulosa luteal cells, but only β A  units were detected in endometrial stromal and decidualized cells. In human preimplantation embryos, none of these subunits were detected in embryos from the four-cell to the morula stage and only β A  subunits were detectable in blastocyst embryos. Activin receptors were detectable in all of the studied embryos and cells. Transcripts of β A , activin receptors, and follistatin were differentially expressed in human preimplantation embryos cultured in vitro and their expressions were significantly enhanced with the presence of endometrial stromal cells. Conclusions: Our data suggest that there is a possible endometrium-embryo interaction via endometrial activins and preimplantation embryo receptors and that the embryonic expressions of these activins, their receptors, and binding proteins are dependent on embryonic stage.",Springer,"['Zhi-Ying He', 'Hung-Ching Liu', 'C Mele', 'Larry I. Barmat', 'Lucinda Veeck', 'Owen K. Davis']"
03205df0-1511-4942-8ad1-c9edb614534f,Mechanical endometrial injury does not increase serum levels of pro-implantation cytokines,Fertility and Sterility,2015,None,None,None,None,en,None,Elsevier,"['A.P. Melnick', 'Ilana Ramer', 'E.M. Murphy', 'S.S. Witkin', 'S.D. Spandorfer']"
0323eba8-e147-418e-b44f-66cd138b9a78,Trinucleotide polymorphism in the androgen receptor gene of ICSI offspring with de novo gonosomal abnormalities,Fertility and Sterility,2004,"['Biology', 'Endocrinology', 'Polymorphism', 'Genetics']",None,"['androgen receptor gene', 'polymorphism']",None,en,None,Elsevier,"['Yukiko Katagiri', 'Q.V. Neri', 'Fred Moy', 'G.D. Palermo']"
034c93a3-5c8a-4404-9030-e0f94b675d58,Ureaplasma urealyticum and Mycoplasma hominis detected by the polymerase chain reaction in the cervices of women undergoing in vitro fertilization : prevalence and consequences,Journal of Assisted Reproduction and Genetics,1995,"['Biology', 'Medicine', 'Gynecology', 'Polymerase chain reaction', 'Obstetrics', 'Immunology', 'Embryo transfer']","['007c3303-94f9-475a-b45f-ad27dac41e97', '0496a9d7-6730-453f-ab62-4b6355ac9e17', '28278ca3-aba1-4ba6-9808-5f99d5c4c99f', '3a9e4804-4ec7-4aaa-a896-f355c0aae04c', '3b12b64c-bd7f-45fc-975f-1b73c4c9740a', '3cbdd3b1-09f7-4ea3-be85-0315f2d19537', '45ab4830-d075-4fa1-9ca6-3a4a22b22cb5', '5fc98d7f-231b-45b2-9568-43c6021ad0b9', '74f3f981-6de4-458e-976c-a7336ad3aa05', '7982ab25-b9de-4dfd-a885-406af8dac09d', '833fafc6-7eb4-4dcf-aa9f-c6f17f053743', '9584a246-caf3-48b1-80dc-3bb5225cbd77', 'a55f1582-1842-4f37-bca3-0d42ca323703', 'c6613557-3837-4527-bd13-99b2ef937236', 'd159db19-2730-4419-b5f9-0495fdb12718', 'd480c97d-1655-480b-8ee1-9b982e013ccf', 'f1e67cf8-b0b9-4819-959c-f2c6a94eeee2', 'f5122ae8-ee8d-43b4-8341-0987126d4b0a']","['in vitro fertilization', 'embryo transfer', 'polymerase chain reaction', 'spontaneous abortion', 'sperm quality']",50,en,Purpose#R##N#The prevalence of Ureaplasma urealyticumand Mycoplasma hominisin the endocervix at the time of oocyte collection in women undergoing in vitrofertilization (IVF) was examined using the polymerase chain reaction (PCR).,J Assist Reprod Genet,"['Steven S. Witkin', 'Isaac Kligman', 'J. Grifo']"
03aede78-950e-4991-8825-c6e96309a70e,Efficient Direct Reprogramming of Mature Amniotic Cells into Endothelial Cells by ETS Factors and TGFβ Suppression,Cell,2012,"['Transforming growth factor', 'Biology', 'Amniotic epithelial cells', 'Immunology', 'Genetics', 'Cellular differentiation', 'Anatomy', 'Embryonic stem cell']","['0028db41-2b6f-4276-9c9c-db46ef37dd1d', '04ecad4e-7b4f-40dd-a874-ba47a6e2645a', '04ed08c3-7e37-462f-aec2-9a7e9393e5da', '0b4a48c5-134d-4a3e-bf76-4a2ecd74e8db', '0ba8d7e5-1e98-4c63-b54c-f94fcd8323ea', '0c4de6c1-2f79-4b86-bcde-c97961546f9c', '0cd71cc8-c75a-40c3-9f96-22a0bf6a42ba', '11361a12-e963-4313-b3c8-3d6f39eeee23', '16ee97b4-262a-4095-8705-1060aa3657b6', '1e46e036-daf2-42c8-88e9-de87e88d4f13', '24c93f98-68a5-4145-93f5-0562102963a1', '2a8bc176-305d-411e-bc19-ea785e2749be', '2d8fbf39-7e56-4722-9467-ff95c9aad56a', '2e27256f-7c5f-45aa-9f1f-3684bf71e939', '2e72bfec-cade-4130-bb8a-0855e446f7dc', '41343f22-6a36-45c9-b366-715eb6f1409c', '4344d7ab-64f4-4c6a-ac75-561912406f12', '47056cd4-4e6e-41a8-8665-3cf506c7be2d', '5349ddfd-63b1-4fdd-8d37-5b09cd329052', '54202627-234a-43be-a44e-28143d4e9a0e', '55c20c1b-7d94-4ece-bd9a-f98a22fd0ba8', '59ace896-7439-459c-bfab-aa7f24c6071a', '6133e253-ae60-4112-be67-db5a72aa9d1e', '62126b44-4552-49ff-926c-17df135ddc11', '6c9801d9-bffb-412b-8ef6-048fbd49caac', '71d7cfcb-b962-4ab5-a524-73e1c3c0c044', '7990e918-4ce7-4a18-8b37-95e6b1458f55', '7c858701-c864-4194-982f-d77b236c49f9', '840e8588-d40f-4c3d-aeca-0e7d805881f9', '99159c74-a894-404f-81b7-7c39ee5f6278', '9ffb9110-a5d2-4307-80d2-f64e842cc73e', 'a4842df7-3203-4650-be34-6ba2a3bb79a6', 'a498dbab-3ec0-43bf-bafd-81c9c90ef7d3', 'a5c12e12-c7ce-4522-bde5-3597c6430016', 'a79f42cc-970c-4c5d-bde4-1ab768127b95', 'b139d844-d688-41f3-9ecf-59020241c518', 'bf2c8211-d61f-463c-8341-1613d3ec538c', 'cd6e66d0-d63c-40f9-8289-43f3cceed5f6', 'd6541946-9f81-4136-9a44-51db8cbc66bc', 'dd5827a5-38af-47e7-929d-7ab2f63289fe', 'de46fc04-1240-46b2-be24-d543159a6303', 'e6f3f27f-235a-4c3b-b26e-e5a575239c3e', 'e8514189-6f82-4b7b-8674-d76e258cbde9', 'e9174693-ef27-49c9-a559-54aad8441ca8', 'fee9c361-d0d8-4c7a-b222-a20208f54112']","['embryonic stem cells', 'retroviridae proteins oncogenic', 'cell differentiation', 'amniotic fluid', 'proto oncogene proteins c ets', 'transforming growth factor beta', 'humans', 'endothelial cells']",114,en,"Summary  ETS transcription factors  ETV2 ,  FLI1 , and  ERG1  specify pluripotent stem cells into induced vascular endothelial cells (iVECs). However, iVECs are unstable and drift toward nonvascular cells. We show that human midgestation c-Kit −  lineage-committed amniotic cells (ACs) can be reprogrammed into vascular endothelial cells (rAC-VECs) without transitioning through a pluripotent state. Transient  ETV2  expression in ACs generates immature rAC-VECs, whereas coexpression with  FLI1/ERG1  endows rAC-VECs with a vascular repertoire and morphology matching mature endothelial cells (ECs). Brief TGFβ-inhibition functionalizes VEGFR2 signaling, augmenting specification of ACs into rAC-VECs. Genome-wide transcriptional analyses showed that rAC-VECs are similar to adult ECs in which vascular-specific genes are expressed and nonvascular genes are silenced. Functionally, rAC-VECs form stable vasculature in Matrigel plugs and regenerating livers. Therefore, short-term  ETV2  expression and TGFβ inhibition with constitutive  ERG1/FLI1  coexpression reprogram mature ACs into durable rAC-VECs with clinical-scale expansion potential. Banking of HLA-typed rAC-VECs establishes a vascular inventory for treatment of diverse disorders.",Howard Hughes Medical Institute,"['Michael Ginsberg', 'Daylon James', 'Bi-Sen Ding', 'Daniel J. Nolan', 'Fuqiang Geng', 'Jason M. Butler', 'William Schachterle', 'Venkat R. Pulijaal', 'Susan Mathew', 'Stephen T. Chasen', 'Jenny Xiang', 'Koji Shido', 'Olivier Elemento', 'Sina Y. Rabbany', 'Shahin Rafii']"
03b985ea-ba70-4d5e-8ebb-00c9e1ac3130,Tumor necrosis factor is present in maternal sera and embryo culture fluids during in vitro fertilization,Journal of Reproductive Immunology,1991,"['Biology', 'Endocrinology', 'Tumor necrosis factor alpha', 'In vitro', 'Immunology', 'Genetics', 'Surgery']","['10397008-e3f5-4d8a-ab36-c8a22ec06eb0', '127baa36-1156-42fd-adaf-c539f567de9a', '19701b1d-cf3f-4dab-830a-bb4003ce2fe8', '3be0d7c1-471c-4934-8794-25cdb4e56186', '3f3341c2-92f7-41e3-ae7a-90a9e348236d', '5532df6b-9c93-42af-9e93-19e6ef45bf79', '5b63f870-bc1c-46e9-8b97-71067efaf9ad', '5be605fa-4e29-4840-8ee6-f4e366a28518', '5ca387cf-9e40-4b1b-8d41-e5e0fc96b859', '5ef49a22-c648-45bc-8d9f-0095ad38d392', '615da64a-4269-4725-9459-2f15561d179b', '682d9cd3-9d5c-4ffc-a10e-a8883e9158af', '7d520512-3998-45a6-806b-106d302513f1', '7ff9f766-06b6-4ef9-92f4-ff9d05e506a8', '8519fc64-7653-47db-81af-1326d49ea805', '90875e83-2817-4221-ba08-67e61f24c3da', '9bdf2756-46b8-4d7c-bfb7-3046ad093316', 'af7e4197-cb3d-48d7-b295-9c25b5638ce2', 'c48088ef-7f5e-4752-8528-38da68a8b47a', 'd7b249a6-99b3-43c6-8674-880a3b4211eb']","['fecondation', 'in vitro fertilization', 'tumor necrosis factor', 'factor necrosis tumoral', 'hombre', 'citoquina', 'fecundation', 'fecundacion in vitro transplante embrion', 'cytokine', 'fecondation in vitro transfert embryon', 'embryo culture', 'ovulation', 'cultivo embrionario', 'fecundacion', 'culture embryon', 'human', 'ovum preimplantation', 'in vivo fertilization', 'preimplantation ovulaire', 'facteur necrose tumorale', 'preimplantacion ovular', 'in vitro', 'ovulacion', 'homme', 'in vitro fertilization embryo transfer']",57,en,"Abstract  The incidence of tumor necrosis factor alpha (TNF) in sera of women undergoing in vitro fertilization (IVF) and in embryo culture fluids was evaluated using an enzyme-linked immunosorbant assay. Just prior to embryo transfer to the uterus, 24 of 49 maternal sera (49.0%) contained TNF. The incidence and range of TNF concentrations (84–920 pg/ml) did not differ between women with eventual successful pregnancies and women who subsequently suffered preclinical or clinical abortions. At 8 days post-embryo transfer, 24 of 56 sera (42.9%) contained TNF. Again, the occurrence of TNF was of no predictive value for the eventual outcome of the pregnancy. TNF was also detected in culture fluids from the in vitro fertilized eggs of 12 of 49 women (24.5%). In 9 women, TNF was detected in each of the embryo culture fluids tested. As was the case for sera, the presence or absence of TNF in the culture fluids was unrelated to pregnancy outcome. In 21 patients, paired sera and culture fluids were analyzed. In 9 of 10 women with TNF in their culture fluids, TNF was also present in the corresponding serum. Of 12 women with serum TNF, 9 also had TNF in their culture fluids. Since the culture fluids contained 10% maternal sera, it appeared that in most cases TNF in the culture fluids was derived, at least in part, from the serum. However, in 6 of 9 women TNF levels in the cultures exceeded levels in the corresponding sera. TNF was also identified in 2 of 10 culture fluids in which Plasmanate was substituted for serum. The embryo itself and/or associated granulosa cells may also contribute to TNF in the in vitro culture fluids. We conclude that TNF production is a normal consequence of the hyperstimulation of ovulation induction in women undergoing IVF and that TNF, at the levels detected, appears not to be detrimental to the viability or development of the pre-implantation stage embryo.",Elsevier,"['Steven S. Witkin', 'Hung-Ching Liu', 'Owen K. Davis']"
042623d5-8e51-44dc-90a6-8a06752129c3,Can in vitro fertilization cycles be salvaged by repeat administration of intramuscular human chorionic gonadotropin the day after failed injection,Fertility and Sterility,2012,"['In vitro fertilisation', 'Andrology', 'Medicine', 'Gynecology', 'Surgery']","['32fb5245-507c-449c-8ef1-59c83b9bf565', '39976850-8557-4f5b-b767-fd7c0c425ed3', '45234077-b542-4bec-899d-223e74fea177', '63e59af7-9660-4454-8e0d-3e93211e953c', '75289170-9105-480b-8cae-3499f7f24e6d', '8b4bea36-3242-49e9-96bb-7b34acb31593', 'a3cc7c12-2eb5-4200-8d84-c42f96070fc0', 'a837712c-8ad0-4953-8888-e27c559ab776', 'af89b9a8-e6be-489c-8b77-f25405e2b2a2', 'cd54d344-bb30-423d-b40a-f358dabb0e29', 'ce30ca4e-d197-4bf3-b2b1-8cdc1ed21664', 'f9b130f3-d026-4651-8938-c640cc0923af', 'fb21e5bf-d844-4e37-a68a-fb9c9fe94bff']","['ivf', 'hcg', 'empty follicle syndrome']",50,en,"Objective  To investigate the incidence of negative serum hCG level after initial IM trigger injection and whether such cycles can be salvaged through repeat administration of IM hCG.  Design  Retrospective cohort study.  Setting  Academic medical center.  Patient(s)  All patients undergoing IVF at the Ronald O. Perelman and Claudia Cohen Center for Reproductive Medicine, Weill Cornell Medical College, from January 1, 2005 to November 1, 2011.  Intervention(s)  Repeat hCG administration in cases of failed initial trigger.  Main Outcome Measure(s)  Fertilization, implantation, clinical pregnancy, and live birth rates were analyzed in the index population compared with a control population matched for age, year of cycle start, diagnosis, stimulation protocol, number of prior IVF attempts, oocyte yield, and number of embryos transferred.  Result(s)  The incidence of failed initial IM hCG injection was low, occurring in only 0.25% of the 17,298 fresh IVF cycles at our center during the study period. Of the 41 patients undergoing retrieval who received a second IM injection of hCG approximately 24 hours after the first, the live birth rate was 39.02%. Compared with matched controls, there were no statistical differences in oocyte maturity, fertilization, implantation, clinical pregnancy, or live birth rates.  Conclusion(s)  Although the incidence of failed hCG injection is rare, this study reveals that cycles characterized by incorrect initial administration or failed absorption of hCG can be salvaged by early detection and repeat injection. Assisted reproductive technology (ART) programs may benefit their patients through the assessment of either urine pregnancy tests or measurement of quantitative serum β-hCG levels before retrieval, thereby preventing empty follicle syndrome.",Elsevier,"['David E. Reichman', 'Eleni Greenwood', 'L. Meyer', 'Isaac Kligman']"
046a210d-b3b8-4841-8eee-3488b20bf423,Chances of pregnancy at extreme of age: does anti-mullerian hormone (AMH) matter?,Fertility and Sterility,2012,['Endocrinology'],None,None,None,en,None,Elsevier,"['A. Aelion Brauer', 'E. Mok-Lin', 'L. Meyer', 'S.D. Spandorfer']"
04cb4887-2884-482e-8851-890b36ef89a1,"Erratum to: Recommendations for fertility preservation in patients with lymphoma, leukemia, and breast cancer",Journal of Assisted Reproduction and Genetics,2012,"['Biology', 'Alternative medicine', 'Medical research', 'Medicine']",None,"['health research', 'uk clinical guidelines', 'biological patents', 'europe pubmed central', 'citation search', 'uk phd theses thesis', 'life sciences', 'uk research reports', 'medical journals', 'europe pmc', 'biomedical research', 'bioinformatics']",None,en@@@zh_cht,Erratum to: J Assist Reprod Genet (2012) 29:465–468#R##N##R##N#DOI 10.1007/s10815-012-9786-y#R##N##R##N#The original version of this article unfortunately contained a mistake. Dr. C-R Tzeng's address was incorrect. Korea should be changed to Taiwan.#R##N##R##N#The online version of the original article can be found under http://dx.doi.org/10.1007/s10815-012-9786-y.,Springer US,"['S. Samuel Kim', 'Jacques Donnez', 'Pedro N. Barri', 'Antonio Pellicer', 'Pasquale Patrizio', 'Peter Nagy', 'Tommaso Falcone', 'Claus Andersen', 'Outi Hovatta', 'Hamish Wallace', 'Dror Meirow', 'Debra A. Gook', 'Seok Hwa Kim', 'Chii Ruey Tzeng', 'Shuetu Suzuki', 'Bunpei Ishizuka', 'Marie Madeleine Dolmans']"
04eaf3cb-9f2f-4ae8-ba5a-69f00df3fcef,Using Real-Time PCR to Study Hormonal Regulation of Implantation-Related Gene Expression,Fertility and Sterility,2005,"['Biology', 'Real-time polymerase chain reaction', 'Gene expression', 'Genetics']",None,"['gene expression', 'real time pcr']",None,en,None,Elsevier,"['K. Dragisic', 'H.-C. Liu', 'Z. He']"
04f0879c-8564-4951-a382-8a79e8d9884d,Preimplantation diagnosis: Primer extension preamplification for detection of multiple genetic loci from single human blastomeres,Human Reproduction,1993,"['Biology', 'Molecular biology', 'Polymerase chain reaction', 'Blastomere', 'Genetics', 'DNA']",None,"['dna', 'amplificacion', 'reaction chaine polymerase', 'blastocyste', 'diagnostico', 'biologia molecular', 'hombre', 'polymerase chain reaction', 'reaccion cadena polimerasa', 'blastomero', 'molecular biology', 'human', 'tecnica', 'prenatal', 'diagnosis', 'blastomere', 'blastocisto', 'amplification', 'technique', 'blastocyst', 'homme', 'diagnostic', 'biologie moleculaire']",61,en,None,Oxford University Press,"['Kangpu Xu', 'YaXu Tang', 'Jamie A. Grifo', 'Jacques Cohen']"
0512d6ef-0c57-402b-aa71-9a57823fd937,Endometriosis and In Vitro Fertilization,Seminars in Reproductive Medicine,1985,"['Biology', 'In vitro fertilisation']",None,['in vitro fertilization'],50,None,None,None,['Claudio Chillik']
052a1c7a-1d6d-4926-96bb-8338f859ca8d,MicroRNA expression profiles are altered by gonadotropins and vitamin C status during in vitro follicular growth.,Reproductive Sciences,2010,"['Biology', 'Follicle', 'Endocrinology', 'Obstetrics', 'In vitro', 'Immunology', 'Genetics', 'Anatomy', 'microRNA']",None,"['mouse', 'acido ascorbico', 'granulosa cell', 'vitamin', 'mammalia', 'obstetrique', 'ovocito', 'oocyte', 'cellule granulosa', 'gonadotropina', 'obstetrico', 'vertebrata', 'acide ascorbique', 'rodentia', 'raton', 'animal', 'gynecology', 'vitamina', 'ascorbic acid', 'celula del granulosa', 'gonadotropin', 'gynecologie', 'souris', 'mirna', 'crecimiento', 'croissance', 'gonadotrophine', 'ovocyte', 'growth', 'follicle', 'ginecologia', 'vitamin c', 'in vitro', 'vitamine', 'obstetrics']",50,en,"MicroRNAs (miRs) are known to repress target genes at posttranscriptional level and play important roles in the maturation of cells. However, the expression profiles of miRs during follicular maturation have not been fully elucidated. This study was designed to investigate the expression profiles of miRs in murine follicles according to human chorionic gonadotropin (hCG) treatment and vitamin C status during in vitro culture. Ovaries were removed from the 12-day-old wild-type and vitamin C-deficient (L-gulono-gammalactone oxidase knockout, Gulo—/—) C57BL6 mice. Preantral follicles were isolated and cultured in 20 μL droplets of culture media supplemented with follicle-stimulating hormone and luteinizing hormone (FSH  +  LH). After their full maturation, follicles were divided into 2 groups: with and without hCG treatment. Real-time polymerase chain reaction (PCR) was performed using oocytes and granulosa cells (G-cells) to evaluate the miRs known to be expressed mainly in the mouse ovary. After the addition of hCG, miR profiles showed divergent changes between oocytes and G-cells. These profiles significantly differed from those of hCG(-) group. Compared to wild type, Gulo—/— mice showed altered miR profiles in matured oocytes and G-cells. Conclusively, hCG supplementation and vitamin C status alter the miR expression profiles in oocytes and G-cells during in vitro growth of murine follicles.",SAGE Publications,"['Yong Jin Kim', 'Seung Yup Ku', 'Hung Ching Liu', 'Sung Wook Chi', 'Jae Seung Kang', 'Wang Jae Lee', 'Kyung Chun Jung', 'Seok Hyun Kim', 'Young Min Choi', 'Jung Gu Kim', 'Shin Yong Moon']"
052d4475-d32a-4980-ac3a-1e21fbc7c20d,Histologic characteristics of the endometrium predicts success when utilizing autologous endometrial coculture in patients with IVF failure.,Journal of Assisted Reproduction and Genetics,2006,"['Prospective cohort study', 'Biology', 'Embryo', 'Andrology', 'Medicine', 'Forecasting', 'Gynecology', 'Obstetrics', 'Genetics']","['232b7b7b-a757-43b4-a043-db6339005071', '34e5fe2f-363d-4e3a-8063-bf0dc2c28228', '5190de99-c83c-4784-b70c-36f18ceab4de', '51d27b1c-eb4b-4656-9061-abf65de8d641', '535f03af-7a7b-4386-a72e-e5c1a6762f07', '665b2547-efeb-4e15-8932-920bbd0b5572', '9d2a9b72-d852-41d1-a82a-f75fdda94388', 'c67915df-4e29-454f-ae7a-5a5dd6805f79', 'ef955640-ba16-46ba-a6b5-ce67ea40bae8']","['treatment failure', 'forecasting', 'female', 'pregnancy outcome', 'embryos', 'pregnancy', 'adult', 'fertilization in vitro', 'endometrium', 'humans', 'embryo culture techniques', 'pregnancy rate', 'coculture techniques', 'prospective study']",50,en,"Purpose: To analyze the success of autologous endometrial coculture (AECC) in improving embryo quality and pregnancy outcome based on the histologic characteristic of the biopsy.#R##N##R##N#Methods: Prospective study of 86 consecutive patients undergoing IVF utilizing AECC.#R##N##R##N#Results: The patients were on average 37.4±4.0 years with a history of 2.6±1.8 failed previous attempts. An overall clinical pregnancy rate of 45.3% per ET was found. The embryos grown in AECC were of an improved quality in comparison to those grown in conventional media. 33.7% (29/86) of the biopsies were out of phase (>3 days). In-phase (IP) and OOP (out of phase) specimens both demonstrated an improvement in embryo quality. However, OOP endometrial biopsies that displayed significant retarded endometrial development (< cycle day 19) did not demonstrate an improvement in embryos grown on AECC as compared to IP endometrial biopsies or OOP endometrial biopsies that demonstrated at least an endometrial development of cycle day 19.#R##N##R##N#Conclusions: We have demonstrated a significant improvement in embryo quality with AECC. We have also demonstrated that histologic dating of the endometrium is predictive of IVF outcome when utilizing AECC.",Springer US,"['S.D. Spandorfer', 'Robert A. Soslow', 'R. N. Clark', 'Sozos J. Fasouliotis', 'Owen K. Davis']"
052efe3b-a409-4f62-af11-e62b37bf34c2,How to rescue cryopreserved ejaculated specimen with bacterial contamination,Fertility and Sterility,2014,None,None,None,None,en,None,Elsevier,"['Q.V. Neri', 'G.D. Palermo']"
0546cddb-225a-40d1-ad61-50ec9e86d68d,HLA typing used with cultured amniotic and chorionic villus cells for early prenatal diagnosis or parentage testing without one parent's availability,Human Immunology,1986,"['Biology', 'Gynecology', 'Immunology', 'Genetics']","['0074ba28-229c-41f8-82ba-a50a0960681d', '06b25da4-4538-432c-a613-85f2c8a8b238', '2af7b7ad-c5da-45ce-ac80-6ba97e9fd168', '832e684b-8eea-4f39-a5ea-14d7ab5142bf', 'cc9ded25-3721-488a-82ed-4b25c253d974']",['prenatal diagnosis'],50,en,"Abstract   Like fetal fibroblasts and amniotic fluid cells, cultured chorionic villus cells can also be HLA typed with selected typing sera after preincubation with gamma interferon to promote better antigen expression. A modified procedure now in use would also allow any of these cell types to be tested for the presence or absence of all known HLA A,B,C, and DR antigens with standard preplated typing trays. This procedure was used to confirm that an on-going pregnancy had resulted from the successful in vitro fertilization and implantation of an anonymous donor's ovum and could also be of major use in rape or artificial insemination cases when the identity of the possible father(s) is not known.",Hum Immunol,"['Cynthia Callaway', 'Falcon C', 'Gloria W. Grant', 'David H. Maurer', 'Arleen D. Auerbach', 'Marilyn S. Pollack']"
